sequence_id	query_length	closest_reference_id	closest_reference_ids	closest_reference_tie_count	target_length	alignment_score	alignment_length	aligned_pairs	identical_residues	identity	query_coverage	target_coverage	effective_identity	distance	distance_status	distance_reason	reference_count	resolved_reference_count
vae_candidate_000767	115	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a"", ""nat_4482775e0979509e45d2"", ""nat_48f4fc548c0153a5775e"", ""nat_49d3875a5ef4bbb644f9"", ""nat_4b58b860e36e01bdb682"", ""nat_842bc418f0682cd2a9c8"", ""nat_a8908cb0d732ddf5c6d4""]"	7	94	295.0	115	94	69	0.7340425531914894	0.8173913043478261	1.0	0.6	0.4	resolved		346	79
vae_candidate_000768	74	nat_49cef355c6ba3187ae5c	"[""nat_49cef355c6ba3187ae5c""]"	1	76	135.5	87	63	37	0.5873015873015873	0.8513513513513513	0.8289473684210527	0.4868421052631579	0.513157894736842	resolved		346	52
vae_candidate_000769	108		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000770	71	nat_49cef355c6ba3187ae5c	"[""nat_49cef355c6ba3187ae5c""]"	1	76	6.0	85	62	18	0.2903225806451613	0.8732394366197183	0.8157894736842105	0.23684210526315788	0.7631578947368421	resolved		346	2
vae_candidate_000771	138	nat_43e7561c7d05facf2895	"[""nat_43e7561c7d05facf2895""]"	1	140	39.5	160	118	40	0.3389830508474576	0.855072463768116	0.8428571428571429	0.2857142857142857	0.7142857142857143	resolved		346	80
vae_candidate_000772	98	nat_0101bc590c89813c161a	"[""nat_0101bc590c89813c161a"", ""nat_4482775e0979509e45d2"", ""nat_4b58b860e36e01bdb682""]"	3	94	380.0	101	91	88	0.967032967032967	0.9285714285714286	0.9680851063829787	0.8979591836734694	0.10204081632653061	resolved		346	159
vae_candidate_000773	140	nat_55802cc1c7918b91c298	"[""nat_55802cc1c7918b91c298""]"	1	139	161.0	157	122	54	0.4426229508196721	0.8714285714285714	0.8776978417266187	0.38571428571428573	0.6142857142857143	resolved		346	39
vae_candidate_000774	62	nat_2708b2500f3eefced6c0	"[""nat_2708b2500f3eefced6c0""]"	1	69	22.5	69	62	17	0.27419354838709675	1.0	0.8985507246376812	0.2463768115942029	0.7536231884057971	resolved		346	1
vae_candidate_000775	74	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f"", ""nat_ea5746ec582bf06f4e03""]"	2	73	207.0	77	70	47	0.6714285714285714	0.9459459459459459	0.958904109589041	0.6351351351351351	0.3648648648648649	resolved		346	100
vae_candidate_000776	136	nat_d5cf1fda20a7d9852de3	"[""nat_d5cf1fda20a7d9852de3""]"	1	137	36.0	163	110	42	0.38181818181818183	0.8088235294117647	0.8029197080291971	0.30656934306569344	0.6934306569343065	resolved		346	7
vae_candidate_000777	97		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000778	170	nat_1f2decc9d9629b127278	"[""nat_1f2decc9d9629b127278""]"	1	158	48.5	190	138	51	0.3695652173913043	0.8117647058823529	0.8734177215189873	0.3	0.7	resolved		346	19
vae_candidate_000779	120	nat_d57269e318a762146774	"[""nat_d57269e318a762146774""]"	1	137	197.5	146	111	67	0.6036036036036037	0.925	0.8102189781021898	0.48905109489051096	0.5109489051094891	resolved		346	36
vae_candidate_000780	89	nat_a36a3359d46f89a3e9c6	"[""nat_a36a3359d46f89a3e9c6""]"	1	93	373.0	94	88	86	0.9772727272727273	0.9887640449438202	0.946236559139785	0.9247311827956989	0.07526881720430112	resolved		346	191
vae_candidate_000781	82	nat_b9d147aeaac9ffa9d0f3	"[""nat_b9d147aeaac9ffa9d0f3""]"	1	87	35.0	93	76	29	0.3815789473684211	0.926829268292683	0.8735632183908046	0.3333333333333333	0.6666666666666667	resolved		346	66
vae_candidate_000782	164	nat_158c0216b95ce3304bfe	"[""nat_158c0216b95ce3304bfe""]"	1	156	90.0	188	132	51	0.38636363636363635	0.8048780487804879	0.8461538461538461	0.31097560975609756	0.6890243902439024	resolved		346	2
vae_candidate_000783	82	nat_340bf83afc765d1b00fd	"[""nat_340bf83afc765d1b00fd""]"	1	78	24.0	92	68	26	0.38235294117647056	0.8292682926829268	0.8717948717948718	0.3170731707317073	0.6829268292682926	resolved		346	12
vae_candidate_000784	134		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000785	115	nat_57c2b381c8bb4035d01c	"[""nat_57c2b381c8bb4035d01c""]"	1	133	229.0	137	111	69	0.6216216216216216	0.9652173913043478	0.8345864661654135	0.518796992481203	0.48120300751879697	resolved		346	27
vae_candidate_000786	106	nat_461115b7000bfd74f566	"[""nat_461115b7000bfd74f566""]"	1	96	230.5	115	87	62	0.7126436781609196	0.8207547169811321	0.90625	0.5849056603773585	0.41509433962264153	resolved		346	134
vae_candidate_000787	90	nat_62bc5089576517d5fad1	"[""nat_62bc5089576517d5fad1"", ""nat_b9de124a92fba0281b06""]"	2	93	12.0	103	80	20	0.25	0.8888888888888888	0.8602150537634409	0.21505376344086022	0.7849462365591398	resolved		346	10
vae_candidate_000788	82	nat_f5db5c4704d592f947d9	"[""nat_f5db5c4704d592f947d9""]"	1	82	196.5	91	73	54	0.7397260273972602	0.8902439024390244	0.8902439024390244	0.6585365853658537	0.3414634146341463	resolved		346	190
vae_candidate_000789	115	nat_a8908cb0d732ddf5c6d4	"[""nat_a8908cb0d732ddf5c6d4"", ""nat_dbcea97f4e8354ba3556""]"	2	96	40.0	118	93	31	0.3333333333333333	0.808695652173913	0.96875	0.26956521739130435	0.7304347826086957	resolved		346	47
vae_candidate_000790	105	nat_38cb7bda240a833d36b3	"[""nat_38cb7bda240a833d36b3""]"	1	95	184.0	114	86	55	0.6395348837209303	0.819047619047619	0.9052631578947369	0.5238095238095238	0.47619047619047616	resolved		346	32
vae_candidate_000791	99	nat_1564401f2a553c444667	"[""nat_1564401f2a553c444667"", ""nat_69442765a7e1224b0435""]"	2	96	67.0	113	82	34	0.4146341463414634	0.8282828282828283	0.8541666666666666	0.3434343434343434	0.6565656565656566	resolved		346	52
vae_candidate_000792	74	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	259.0	76	70	61	0.8714285714285714	0.9459459459459459	0.9722222222222222	0.8243243243243243	0.17567567567567566	resolved		346	101
vae_candidate_000793	71	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	264.5	77	66	57	0.8636363636363636	0.9295774647887324	0.9166666666666666	0.7916666666666666	0.20833333333333337	resolved		346	78
vae_candidate_000794	100	nat_c8490949e18e771ed8c8	"[""nat_c8490949e18e771ed8c8"", ""nat_d80e058d93177215aa4b""]"	2	94	289.5	108	86	73	0.8488372093023255	0.86	0.9148936170212766	0.73	0.27	resolved		346	157
vae_candidate_000795	102	nat_004ac783975534947324	"[""nat_004ac783975534947324""]"	1	94	173.0	112	84	50	0.5952380952380952	0.8235294117647058	0.8936170212765957	0.49019607843137253	0.5098039215686274	resolved		346	3
vae_candidate_000796	120	nat_942bc0624c6f9016a403	"[""nat_942bc0624c6f9016a403""]"	1	135	88.0	144	111	36	0.32432432432432434	0.925	0.8222222222222222	0.26666666666666666	0.7333333333333334	resolved		346	3
vae_candidate_000797	107	nat_dc6aa26cbe06c32b68c2	"[""nat_dc6aa26cbe06c32b68c2""]"	1	94	361.5	112	89	83	0.9325842696629213	0.8317757009345794	0.9468085106382979	0.7757009345794392	0.22429906542056077	resolved		346	124
vae_candidate_000798	95	nat_92d7d81f95603487cd9c	"[""nat_92d7d81f95603487cd9c""]"	1	95	162.0	108	82	53	0.6463414634146342	0.8631578947368421	0.8631578947368421	0.5578947368421052	0.4421052631578948	resolved		346	172
vae_candidate_000799	91	nat_4cea385a8794a0b112c3	"[""nat_4cea385a8794a0b112c3"", ""nat_4e9e86277af05dbd050d""]"	2	94	255.5	105	80	66	0.825	0.8791208791208791	0.851063829787234	0.7021276595744681	0.2978723404255319	resolved		346	184
vae_candidate_000800	73	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f"", ""nat_ea5746ec582bf06f4e03""]"	2	73	218.0	74	72	49	0.6805555555555556	0.9863013698630136	0.9863013698630136	0.6712328767123288	0.3287671232876712	resolved		346	102
vae_candidate_000801	127	nat_8bfb3056e00dc3525ee8	"[""nat_8bfb3056e00dc3525ee8""]"	1	145	236.5	155	117	72	0.6153846153846154	0.9212598425196851	0.8068965517241379	0.496551724137931	0.503448275862069	resolved		346	49
vae_candidate_000802	56		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000803	90	nat_2dee131e85e06a8f9fdd	"[""nat_2dee131e85e06a8f9fdd"", ""nat_7801d96d034213cf08c8"", ""nat_873dfd59523575571c0b""]"	3	76	88.0	93	73	33	0.4520547945205479	0.8111111111111111	0.9605263157894737	0.36666666666666664	0.6333333333333333	resolved		346	39
vae_candidate_000804	63	nat_b3561a1e0242e2259486	"[""nat_b3561a1e0242e2259486"", ""nat_ede685c8031e89299cf7""]"	2	76	126.5	77	62	36	0.5806451612903226	0.9841269841269841	0.8157894736842105	0.47368421052631576	0.5263157894736843	resolved		346	9
vae_candidate_000805	170	nat_0eb236c2a0a999a958fc	"[""nat_0eb236c2a0a999a958fc"", ""nat_3997c1e8cae542beb07c"", ""nat_619107fa48650be1a768"", ""nat_67d45ce3d0daa27e3aa3"", ""nat_82d1db25aa951a1ad609"", ""nat_f5d47642f8821cca8f9a""]"	6	156	310.0	190	136	83	0.6102941176470589	0.8	0.8717948717948718	0.48823529411764705	0.5117647058823529	resolved		346	34
vae_candidate_000806	76		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000807	180	nat_ae1ae553d673be7a537f	"[""nat_ae1ae553d673be7a537f""]"	1	157	293.0	185	152	85	0.5592105263157895	0.8444444444444444	0.9681528662420382	0.4722222222222222	0.5277777777777778	resolved		346	77
vae_candidate_000808	60	nat_39cf0fd21702af1ff2b1	"[""nat_39cf0fd21702af1ff2b1""]"	1	69	116.5	72	57	37	0.6491228070175439	0.95	0.8260869565217391	0.5362318840579711	0.46376811594202894	resolved		346	20
vae_candidate_000809	81	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f"", ""nat_9f8db13e803cecc901b7""]"	2	73	223.5	89	65	54	0.8307692307692308	0.8024691358024691	0.8904109589041096	0.6666666666666666	0.33333333333333337	resolved		346	70
vae_candidate_000810	128	nat_8bfb3056e00dc3525ee8	"[""nat_8bfb3056e00dc3525ee8""]"	1	145	279.5	156	117	80	0.6837606837606838	0.9140625	0.8068965517241379	0.5517241379310345	0.4482758620689655	resolved		346	13
vae_candidate_000811	68	nat_ea5746ec582bf06f4e03	"[""nat_ea5746ec582bf06f4e03""]"	1	72	194.5	75	65	49	0.7538461538461538	0.9558823529411765	0.9027777777777778	0.6805555555555556	0.3194444444444444	resolved		346	70
vae_candidate_000812	107	nat_86af2bea85657bdc848a	"[""nat_86af2bea85657bdc848a"", ""nat_d92cb9dcfcf48b731b50""]"	2	93	313.5	113	87	74	0.8505747126436781	0.8130841121495327	0.9354838709677419	0.6915887850467289	0.30841121495327106	resolved		346	144
vae_candidate_000813	180		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000814	155	nat_945d9af2ef988f085e3c	"[""nat_945d9af2ef988f085e3c""]"	1	151	265.5	182	124	81	0.6532258064516129	0.8	0.8211920529801324	0.5225806451612903	0.4774193548387097	resolved		346	11
vae_candidate_000815	106	nat_fb877ea45a36f28c6227	"[""nat_fb877ea45a36f28c6227""]"	1	87	180.0	106	87	49	0.5632183908045977	0.8207547169811321	1.0	0.46226415094339623	0.5377358490566038	resolved		346	11
vae_candidate_000816	177	nat_754029d7fdddcf0dda8b	"[""nat_754029d7fdddcf0dda8b"", ""nat_fb63ecbac61c302167f9""]"	2	147	191.0	182	142	58	0.4084507042253521	0.8022598870056498	0.9659863945578231	0.327683615819209	0.672316384180791	resolved		346	2
vae_candidate_000817	98	nat_0077c6cbf903d0b80137	"[""nat_0077c6cbf903d0b80137"", ""nat_1564401f2a553c444667"", ""nat_1aef09f774a1818b7e24"", ""nat_842bc418f0682cd2a9c8"", ""nat_a49cfe7d33cec22c3905"", ""nat_a7791ad55c70e7fd3462"", ""nat_fca422d4ddd5dcd65605""]"	7	96	204.5	103	91	53	0.5824175824175825	0.9285714285714286	0.9479166666666666	0.5408163265306123	0.4591836734693877	resolved		346	157
vae_candidate_000818	94	nat_144165ea4d3ea8a64b2e	"[""nat_144165ea4d3ea8a64b2e""]"	1	95	227.0	112	77	55	0.7142857142857143	0.8191489361702128	0.8105263157894737	0.5789473684210527	0.42105263157894735	resolved		346	94
vae_candidate_000819	77	nat_27cf1e5aac6ec3dd931d	"[""nat_27cf1e5aac6ec3dd931d""]"	1	76	229.0	81	72	56	0.7777777777777778	0.935064935064935	0.9473684210526315	0.7272727272727273	0.2727272727272727	resolved		346	169
vae_candidate_000820	53		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000821	135		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000822	113	nat_842bc418f0682cd2a9c8	"[""nat_842bc418f0682cd2a9c8"", ""nat_a7791ad55c70e7fd3462"", ""nat_c8490949e18e771ed8c8""]"	3	95	358.5	114	94	83	0.8829787234042553	0.831858407079646	0.9894736842105263	0.7345132743362832	0.2654867256637168	resolved		346	116
vae_candidate_000823	59	nat_8d6274f78693091697cf	"[""nat_8d6274f78693091697cf""]"	1	70	65.0	73	56	27	0.48214285714285715	0.9491525423728814	0.8	0.38571428571428573	0.6142857142857143	resolved		346	10
vae_candidate_000824	63		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000825	122		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000826	51		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000827	97	nat_49d3875a5ef4bbb644f9	"[""nat_49d3875a5ef4bbb644f9"", ""nat_69442765a7e1224b0435"", ""nat_d1b057f953bd558c0457"", ""nat_dad443e0412ef646de5e""]"	4	95	93.0	114	78	42	0.5384615384615384	0.8041237113402062	0.8210526315789474	0.4329896907216495	0.5670103092783505	resolved		346	13
vae_candidate_000828	105	nat_4d722634e257d2a7d133	"[""nat_4d722634e257d2a7d133""]"	1	95	227.5	108	92	59	0.6413043478260869	0.8761904761904762	0.968421052631579	0.5619047619047619	0.4380952380952381	resolved		346	147
vae_candidate_000829	109		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000830	70	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f""]"	1	73	225.0	77	66	50	0.7575757575757576	0.9428571428571428	0.9041095890410958	0.684931506849315	0.31506849315068497	resolved		346	78
vae_candidate_000831	59		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000832	61	nat_39cf0fd21702af1ff2b1	"[""nat_39cf0fd21702af1ff2b1""]"	1	69	10.5	73	57	18	0.3157894736842105	0.9344262295081968	0.8260869565217391	0.2608695652173913	0.7391304347826086	resolved		346	12
vae_candidate_000833	163		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000834	117	nat_4a87fc740463a61b2d05	"[""nat_4a87fc740463a61b2d05"", ""nat_9fd0842a53e077dc147a"", ""nat_b28a6bed955c267791e6""]"	3	109	195.5	121	105	53	0.5047619047619047	0.8974358974358975	0.963302752293578	0.452991452991453	0.5470085470085471	resolved		346	7
vae_candidate_000835	87	nat_0a6194eed91a047cb43e	"[""nat_0a6194eed91a047cb43e""]"	1	84	164.5	98	73	43	0.589041095890411	0.8390804597701149	0.8690476190476191	0.4942528735632184	0.5057471264367817	resolved		346	107
vae_candidate_000836	90	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	307.0	91	86	69	0.8023255813953488	0.9555555555555556	0.9885057471264368	0.7666666666666667	0.23333333333333328	resolved		346	195
vae_candidate_000837	108		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000838	86	nat_b14dbbd56a14a6238029	"[""nat_b14dbbd56a14a6238029""]"	1	93	253.0	98	81	66	0.8148148148148148	0.9418604651162791	0.8709677419354839	0.7096774193548387	0.29032258064516125	resolved		346	207
vae_candidate_000839	99	nat_a8908cb0d732ddf5c6d4	"[""nat_a8908cb0d732ddf5c6d4""]"	1	96	393.5	100	95	86	0.9052631578947369	0.9595959595959596	0.9895833333333334	0.8686868686868687	0.13131313131313127	resolved		346	157
vae_candidate_000840	146	nat_4469cb3e6c41fb1309a3	"[""nat_4469cb3e6c41fb1309a3""]"	1	148	189.5	171	123	66	0.5365853658536586	0.8424657534246576	0.831081081081081	0.44594594594594594	0.5540540540540541	resolved		346	86
vae_candidate_000841	95	nat_8189ed3c9ac18707f549	"[""nat_8189ed3c9ac18707f549"", ""nat_9ba949b2aab9e2be6898"", ""nat_9ca97034ea4d97950343"", ""nat_a49cfe7d33cec22c3905"", ""nat_a9c10692b45d32f772b4"", ""nat_c468502803b4ab5981f1""]"	6	94	397.0	96	93	88	0.946236559139785	0.9789473684210527	0.9893617021276596	0.9263157894736842	0.0736842105263158	resolved		346	174
vae_candidate_000842	112	nat_dc2b0da282a1a334132b	"[""nat_dc2b0da282a1a334132b""]"	1	102	24.0	120	94	27	0.2872340425531915	0.8392857142857143	0.9215686274509803	0.24107142857142858	0.7589285714285714	resolved		346	18
vae_candidate_000843	94	nat_6681febe116459c77b18	"[""nat_6681febe116459c77b18"", ""nat_86af2bea85657bdc848a"", ""nat_c8490949e18e771ed8c8"", ""nat_ccd25408209dd226eaf9"", ""nat_dc6aa26cbe06c32b68c2""]"	5	94	341.0	95	93	75	0.8064516129032258	0.9893617021276596	0.9893617021276596	0.7978723404255319	0.2021276595744681	resolved		346	182
vae_candidate_000844	124		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000845	127	nat_c74d6e1106797b3a3d0f	"[""nat_c74d6e1106797b3a3d0f""]"	1	133	234.0	153	107	71	0.6635514018691588	0.84251968503937	0.8045112781954887	0.5338345864661654	0.46616541353383456	resolved		346	7
vae_candidate_000846	86	nat_78005b3dddedd0251b7e	"[""nat_78005b3dddedd0251b7e"", ""nat_9fda348180c612303cdb"", ""nat_a49cfe7d33cec22c3905""]"	3	95	363.5	96	85	78	0.9176470588235294	0.9883720930232558	0.8947368421052632	0.8210526315789474	0.17894736842105263	resolved		346	153
vae_candidate_000847	141	nat_6ee0ebbf185af1c7d346	"[""nat_6ee0ebbf185af1c7d346""]"	1	135	204.5	152	124	59	0.47580645161290325	0.8794326241134752	0.9185185185185185	0.41843971631205673	0.5815602836879432	resolved		346	49
vae_candidate_000848	120	nat_8bfb3056e00dc3525ee8	"[""nat_8bfb3056e00dc3525ee8""]"	1	145	119.5	148	117	48	0.41025641025641024	0.975	0.8068965517241379	0.3310344827586207	0.6689655172413793	resolved		346	18
vae_candidate_000849	159	nat_31b4ab378929e0c134fa	"[""nat_31b4ab378929e0c134fa""]"	1	155	239.5	182	132	78	0.5909090909090909	0.8301886792452831	0.8516129032258064	0.49056603773584906	0.5094339622641509	resolved		346	93
vae_candidate_000850	136	nat_8d5392221648a605a7c2	"[""nat_8d5392221648a605a7c2""]"	1	134	255.5	153	117	75	0.6410256410256411	0.8602941176470589	0.8731343283582089	0.5514705882352942	0.44852941176470584	resolved		346	56
vae_candidate_000851	101	nat_833a1708482ad34125e2	"[""nat_833a1708482ad34125e2""]"	1	98	219.0	117	82	59	0.7195121951219512	0.8118811881188119	0.8367346938775511	0.5841584158415841	0.4158415841584159	resolved		346	5
vae_candidate_000852	81	nat_262acad32bf64e600812	"[""nat_262acad32bf64e600812""]"	1	75	1.5	89	67	22	0.3283582089552239	0.8271604938271605	0.8933333333333333	0.2716049382716049	0.7283950617283951	resolved		346	2
vae_candidate_000853	120	nat_2b769a64bdbe24f6dbc7	"[""nat_2b769a64bdbe24f6dbc7""]"	1	147	5.5	149	118	32	0.2711864406779661	0.9833333333333333	0.8027210884353742	0.21768707482993196	0.782312925170068	resolved		346	2
vae_candidate_000854	109	nat_1f956fdbc151f2ec0ffb	"[""nat_1f956fdbc151f2ec0ffb"", ""nat_7ee1d64f80049d71603c""]"	2	95	306.0	113	91	76	0.8351648351648352	0.8348623853211009	0.9578947368421052	0.6972477064220184	0.3027522935779816	resolved		346	122
vae_candidate_000855	180		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000856	60	nat_8d6274f78693091697cf	"[""nat_8d6274f78693091697cf""]"	1	70	80.0	74	56	33	0.5892857142857143	0.9333333333333333	0.8	0.4714285714285714	0.5285714285714286	resolved		346	11
vae_candidate_000857	92	nat_c8490949e18e771ed8c8	"[""nat_c8490949e18e771ed8c8""]"	1	94	403.0	94	92	88	0.9565217391304348	1.0	0.9787234042553191	0.9361702127659575	0.06382978723404253	resolved		346	189
vae_candidate_000858	134	nat_942bc0624c6f9016a403	"[""nat_942bc0624c6f9016a403""]"	1	135	227.5	151	118	68	0.576271186440678	0.8805970149253731	0.8740740740740741	0.5037037037037037	0.49629629629629635	resolved		346	40
vae_candidate_000859	133	nat_45b0f1ea69baf732de14	"[""nat_45b0f1ea69baf732de14""]"	1	147	268.5	157	123	74	0.6016260162601627	0.924812030075188	0.8367346938775511	0.5034013605442177	0.4965986394557823	resolved		346	75
vae_candidate_000860	170	nat_fb2578ea0ecaed2ea0af	"[""nat_fb2578ea0ecaed2ea0af""]"	1	157	202.0	188	139	64	0.460431654676259	0.8176470588235294	0.8853503184713376	0.3764705882352941	0.6235294117647059	resolved		346	68
vae_candidate_000861	119	nat_dc2b0da282a1a334132b	"[""nat_dc2b0da282a1a334132b""]"	1	102	83.0	124	97	33	0.3402061855670103	0.8151260504201681	0.9509803921568627	0.2773109243697479	0.7226890756302521	resolved		346	1
vae_candidate_000862	56		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000863	142	nat_db787bdce100ebe0b52f	"[""nat_db787bdce100ebe0b52f""]"	1	137	121.5	165	114	54	0.47368421052631576	0.8028169014084507	0.8321167883211679	0.38028169014084506	0.619718309859155	resolved		346	11
vae_candidate_000864	139	nat_d5cf1fda20a7d9852de3	"[""nat_d5cf1fda20a7d9852de3""]"	1	137	239.5	153	123	70	0.5691056910569106	0.8848920863309353	0.8978102189781022	0.5035971223021583	0.49640287769784175	resolved		346	118
vae_candidate_000865	53		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000866	108	nat_30c8db5b2a48ec02340b	"[""nat_30c8db5b2a48ec02340b"", ""nat_7ee1d64f80049d71603c""]"	2	94	82.5	114	88	40	0.45454545454545453	0.8148148148148148	0.9361702127659575	0.37037037037037035	0.6296296296296297	resolved		346	35
vae_candidate_000867	72		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000868	103	nat_dc2b0da282a1a334132b	"[""nat_dc2b0da282a1a334132b""]"	1	102	133.0	122	83	44	0.5301204819277109	0.8058252427184466	0.8137254901960784	0.42718446601941745	0.5728155339805825	resolved		346	1
vae_candidate_000869	97		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000870	112	nat_69442765a7e1224b0435	"[""nat_69442765a7e1224b0435"", ""nat_fa2383cbfbff83286c61"", ""nat_fca422d4ddd5dcd65605""]"	3	96	28.0	118	90	28	0.3111111111111111	0.8035714285714286	0.9375	0.25	0.75	resolved		346	7
vae_candidate_000871	75	nat_b3561a1e0242e2259486	"[""nat_b3561a1e0242e2259486""]"	1	76	2.0	86	65	19	0.2923076923076923	0.8666666666666667	0.8552631578947368	0.25	0.75	resolved		346	4
vae_candidate_000872	71	nat_8d6274f78693091697cf	"[""nat_8d6274f78693091697cf""]"	1	70	190.5	76	65	45	0.6923076923076923	0.9154929577464789	0.9285714285714286	0.6338028169014085	0.3661971830985915	resolved		346	90
vae_candidate_000873	68		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000874	90	nat_ccd25408209dd226eaf9	"[""nat_ccd25408209dd226eaf9""]"	1	94	188.0	106	78	55	0.7051282051282052	0.8666666666666667	0.8297872340425532	0.5851063829787234	0.4148936170212766	resolved		346	169
vae_candidate_000875	94	nat_9ba949b2aab9e2be6898	"[""nat_9ba949b2aab9e2be6898""]"	1	95	94.5	108	81	45	0.5555555555555556	0.8617021276595744	0.8526315789473684	0.47368421052631576	0.5263157894736843	resolved		346	132
vae_candidate_000876	82	nat_168a7720be25950ce7a5	"[""nat_168a7720be25950ce7a5""]"	1	94	290.5	94	82	66	0.8048780487804879	1.0	0.8723404255319149	0.7021276595744681	0.2978723404255319	resolved		346	219
vae_candidate_000877	66	nat_39cf0fd21702af1ff2b1	"[""nat_39cf0fd21702af1ff2b1""]"	1	69	74.5	78	57	27	0.47368421052631576	0.8636363636363636	0.8260869565217391	0.391304347826087	0.6086956521739131	resolved		346	28
vae_candidate_000878	69	nat_440c141d3d83ed043c33	"[""nat_440c141d3d83ed043c33"", ""nat_49cef355c6ba3187ae5c""]"	2	76	43.5	77	68	24	0.35294117647058826	0.9855072463768116	0.8947368421052632	0.3157894736842105	0.6842105263157895	resolved		346	48
vae_candidate_000879	74	nat_73e0b5aa88a198c56cae	"[""nat_73e0b5aa88a198c56cae""]"	1	87	48.0	88	73	25	0.3424657534246575	0.9864864864864865	0.8390804597701149	0.28735632183908044	0.7126436781609196	resolved		346	22
vae_candidate_000880	130	nat_4b655799ef9e19953b56	"[""nat_4b655799ef9e19953b56""]"	1	133	51.5	151	112	42	0.375	0.8615384615384616	0.8421052631578947	0.3157894736842105	0.6842105263157895	resolved		346	1
vae_candidate_000881	111	nat_dc2b0da282a1a334132b	"[""nat_dc2b0da282a1a334132b""]"	1	102	165.0	117	96	46	0.4791666666666667	0.8648648648648649	0.9411764705882353	0.4144144144144144	0.5855855855855856	resolved		346	16
vae_candidate_000882	124	nat_8bfb3056e00dc3525ee8	"[""nat_8bfb3056e00dc3525ee8""]"	1	145	316.0	153	116	79	0.6810344827586207	0.9354838709677419	0.8	0.5448275862068965	0.45517241379310347	resolved		346	35
vae_candidate_000883	92	nat_943ce15fb7773fa3a769	"[""nat_943ce15fb7773fa3a769"", ""nat_c8490949e18e771ed8c8""]"	2	94	320.5	98	88	75	0.8522727272727273	0.9565217391304348	0.9361702127659575	0.7978723404255319	0.2021276595744681	resolved		346	165
vae_candidate_000884	134	nat_e10062d88e50908c95d3	"[""nat_e10062d88e50908c95d3"", ""nat_e8032b7ad48d42a9adf3""]"	2	135	201.0	157	112	59	0.5267857142857143	0.835820895522388	0.8296296296296296	0.43703703703703706	0.5629629629629629	resolved		346	95
vae_candidate_000885	55		[]	0											unresolved	no_reliable_reference	346	0
vae_candidate_000886	116	nat_4a87fc740463a61b2d05	"[""nat_4a87fc740463a61b2d05""]"	1	109	147.0	126	99	46	0.46464646464646464	0.853448275862069	0.908256880733945	0.39655172413793105	0.603448275862069	resolved		346	21
vae_candidate_000887	68	nat_1ed909a554bd91f8870f	"[""nat_1ed909a554bd91f8870f""]"	1	73	245.0	74	67	57	0.8507462686567164	0.9852941176470589	0.9178082191780822	0.7808219178082192	0.2191780821917808	resolved		346	77
vae_candidate_000888	149	nat_45d8bf8bea0b0845fea0	"[""nat_45d8bf8bea0b0845fea0""]"	1	139	210.0	167	121	74	0.6115702479338843	0.8120805369127517	0.8705035971223022	0.4966442953020134	0.5033557046979866	resolved		346	100
vae_candidate_000889	86	nat_019e8d05123166c4099d	"[""nat_019e8d05123166c4099d"", ""nat_0aeb545239a28bae61f9"", ""nat_cd0ec9cc83e20bd818b3"", ""nat_edf12e96625a3cd49854""]"	4	86	118.0	100	72	42	0.5833333333333334	0.8372093023255814	0.8372093023255814	0.4883720930232558	0.5116279069767442	resolved		346	147
vae_candidate_000890	135	nat_438c70c6875cb7fc8740	"[""nat_438c70c6875cb7fc8740""]"	1	136	101.0	157	114	47	0.41228070175438597	0.8444444444444444	0.8382352941176471	0.34558823529411764	0.6544117647058824	resolved		346	35
