sequence_id	sequence_sha256	sequence_length	pf00741_status	pf00741_score	pf00741_sequence_score	pf00741_coverage	best_family	best_family_score	second_family	second_family_score	family_margin	best_model_coverage	best_query_coverage	family_status	classification_reason	gvpa_score	gvpj_score	control_type	expected_family	fold	parent_id
nat_1170e078d9d96969bdea	1170e078d9d96969bdea8020caffd83d87f1e29dcf58b52c91222df8a3950c72	344	fail			0.0	gvpn	357.3				0.7545219638242894	0.8313953488372093	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_1170e078d9d96969bdea
nat_ec10e0156991628947d7	ec10e0156991628947d7fae4b41824f584b45a57aa23c1cc84df5f7a283b6f1c	344	fail			0.0	gvpn	375.5				0.7441860465116279	0.8168604651162791	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_ec10e0156991628947d7
nat_3746fe8ba06fb11c8391	3746fe8ba06fb11c8391cff1ed6352ac71f28e6971e64c463ebcdf56e38e5bf8	343	fail			0.0	gvpl	323.4				0.9928571428571429	0.967930029154519	other_gvp	competitive_gvpl_support;no_reportable_runner_up			natural_heldout	gvpl	2	nat_3746fe8ba06fb11c8391
nat_a895f4b7ef74bb829558	a895f4b7ef74bb829558a0175915acf520386045470c139c93dc92d019520050	343	fail			0.0	gvpn	375.5				0.7441860465116279	0.8192419825072886	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_a895f4b7ef74bb829558
nat_a38ad176ccc03d260633	a38ad176ccc03d2606337607934a5b5108242e1bf803241365dc91afc81875e1	343	fail			0.0	gvpn	395.3				0.7674418604651163	0.8688046647230321	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_a38ad176ccc03d260633
nat_8e55878fc5504bc64f4e	8e55878fc5504bc64f4e17be52277d324b484bdbf74dbb566db49476061f1398	342	fail			0.0	gvpl	381.0	gvpv	7.1	373.9	0.9678571428571429	0.8625730994152047	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_8e55878fc5504bc64f4e
nat_64596db3da2e0f62b06d	64596db3da2e0f62b06dbd5022724fe1e1ca77089f9061498acb86917bdcfd13	342	fail			0.0	gvpn	351.6				0.7571059431524548	0.8596491228070176	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_64596db3da2e0f62b06d
nat_8341b66f59910b6f034e	8341b66f59910b6f034e9a3c9baf95b9b7e202d991b1f46de21a05e275913d0d	342	fail			0.0	gvpn	441.6				0.8036175710594315	0.9152046783625731	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_8341b66f59910b6f034e
nat_a3f9b6ab62b23c54d5e8	a3f9b6ab62b23c54d5e8a926678f44c206b92fb933772f129450b0c6706404ed	341	fail			0.0	gvpn	351.9	gvpk	1.7	350.2	0.7467700258397932	0.8504398826979472	other_gvp	competitive_gvpn_support			natural_heldout	gvpn	2	nat_a3f9b6ab62b23c54d5e8
nat_db00ca9c8e1463d05a4b	db00ca9c8e1463d05a4b2b9dce4e6169bc9a6de2a483f9d0b726c8c11cfbcc24	341	fail			0.0	gvpn	409.3				0.7932816537467701	0.9032258064516129	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_db00ca9c8e1463d05a4b
nat_e13a928701aeb9987942	e13a928701aeb99879429ebcc2d88ee305e0c3b926579da81e8727e4d368c70a	341	fail			0.0	gvpn	394.2				0.7700258397932817	0.8768328445747801	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_e13a928701aeb9987942
nat_471e3c107429ba4d5a30	471e3c107429ba4d5a30c3e6236d0ab565ca7cfd439a9940858f12df62f6190c	341	fail			0.0	gvpn	347.5				0.7338501291989664	0.8357771260997068	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_471e3c107429ba4d5a30
nat_40a0a8750aca528762bd	40a0a8750aca528762bdb520c5c27a5ffd2eb756336db4770dc356d67425a980	340	fail			0.0	gvpn	366.8				0.7416020671834626	0.8264705882352941	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_40a0a8750aca528762bd
nat_78837e50f9939021a2ee	78837e50f9939021a2eedd20c7008ae83e937c9fc62ea2896af9b64de355af1e	340	fail			0.0	gvpn	408.1				0.7932816537467701	0.9058823529411765	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_78837e50f9939021a2ee
nat_279efeb59838dbe6860a	279efeb59838dbe6860ac383ca18e80e012a2d29fed6e2a472fa37aa45f99cec	340	fail			0.0	gvpn	349.8	gvpg	2.1	347.7	0.7441860465116279	0.8470588235294118	other_gvp	competitive_gvpn_support			natural_heldout	gvpn	2	nat_279efeb59838dbe6860a
nat_82e6288c889f798ef492	82e6288c889f798ef49286aef7f1fc58f21f6d4f26fae4fa511e2026147cf2cb	339	fail			0.0	gvpn	456.9				0.7881136950904393	0.8997050147492626	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_82e6288c889f798ef492
nat_7dde195cdd64956680f5	7dde195cdd64956680f55a8ec8e77c9c35b28bc7860fac6889d411b4835b9e1f	339	fail			0.0	gvpn	399.3				0.7932816537467701	0.9026548672566371	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_7dde195cdd64956680f5
nat_8c16a3a702fa704d18aa	8c16a3a702fa704d18aad6d2eada70a83dcab810d4addadc405679ce5fad38ed	339	fail			0.0	gvpn	348.2				0.751937984496124	0.8377581120943953	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_8c16a3a702fa704d18aa
nat_2479842a47e1e4877d8a	2479842a47e1e4877d8af715ac719ac6eb43c8c3aa34822101ac65cc3d495977	338	fail			0.0	gvpn	342.7	gvpf	1.3	341.4	0.7338501291989664	0.8195266272189349	other_gvp	competitive_gvpn_support			natural_heldout	gvpn	2	nat_2479842a47e1e4877d8a
nat_34096e78626d08f58ede	34096e78626d08f58ede5f98984f543cb282fb5c747abcbe9ae58e7740fd6e93	338	fail			0.0	gvpn	392.6				0.7751937984496124	0.8905325443786982	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_34096e78626d08f58ede
nat_16c77cc1fdd241647b56	16c77cc1fdd241647b56d7897f1c5054d8531d25620be8d8725b72366fe0390a	337	fail			0.0	gvpn	420.1				0.7932816537467701	0.9169139465875371	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_16c77cc1fdd241647b56
nat_d8b0e73e1d04232131a7	d8b0e73e1d04232131a74f8bf3d56944d1fa71ac66c7282b6643b5a03c3690ef	337	fail			0.0	gvpn	461.2				0.7596899224806202	0.8724035608308606	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_d8b0e73e1d04232131a7
nat_ea3e9ad58e17baf83b06	ea3e9ad58e17baf83b0622eb06fa3db1ec6a9f907a6e6626175d1cd939fd84f7	336	fail			0.0	gvpn	459.5				0.7829457364341085	0.9017857142857143	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_ea3e9ad58e17baf83b06
nat_3d198f54418d7b19c523	3d198f54418d7b19c5233f92fc421522f491339b6b034c9a24b56d576a12d1b5	336	fail			0.0	gvpn	456.1				0.7906976744186046	0.9136904761904762	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_3d198f54418d7b19c523
nat_545d493608c2e165bf9c	545d493608c2e165bf9ca7a6d8846951033c491b3fde45ded836321c7fbb5de4	335	fail			0.0	gvpl	374.5	gvpv	3.9	370.6	0.9642857142857143	0.8537313432835821	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_545d493608c2e165bf9c
nat_595925e29b600b4eb760	595925e29b600b4eb76056340c1b6c1ca8df2c4eeca711fd064b01435e99eb0a	335	fail			0.0	gvpn	457.4				0.7700258397932817	0.8895522388059701	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_595925e29b600b4eb760
nat_eb0642b0187063dd3efd	eb0642b0187063dd3efd9b328cd4ae59ed81635eed99b18694dee990b6e89015	335	fail			0.0	gvpn	436.6				0.710594315245478	0.8238805970149253	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_eb0642b0187063dd3efd
nat_2df69daa3558ff90d6d4	2df69daa3558ff90d6d44c8a290348e7afa2566de4dbb9c5932630e6390e74d0	334	fail			0.0	gvpl	322.5	gvpv	1.4	321.1	0.9928571428571429	0.9670658682634731	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_2df69daa3558ff90d6d4
nat_fdbae9039fa3d4e1c4d0	fdbae9039fa3d4e1c4d06fa94a2e4aaba3585662ee28168831c0eb176a896a3d	334	fail			0.0	gvpn	446.6				0.7777777777777778	0.9041916167664671	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_fdbae9039fa3d4e1c4d0
nat_e348ff5b2a1292d5975a	e348ff5b2a1292d5975a5227ea7f7ab8d5543ff66abb84300ada9b91efb010df	333	fail			0.0	gvpn	447.4				0.7803617571059431	0.9069069069069069	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_e348ff5b2a1292d5975a
nat_685a42f11f71ff4e28cf	685a42f11f71ff4e28cfff119ddef20471e335f075abccd091340433b190b7d8	331	fail			0.0	gvpn	358.0				0.7080103359173127	0.8277945619335347	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_685a42f11f71ff4e28cf
nat_65e58812da89f40aaebc	65e58812da89f40aaebcb8aadcaf90cc561c49505668154aa16686a39706443e	331	fail			0.0	gvpn	453.9	gvpk	1.6	452.29999999999995	0.8113695090439277	0.9486404833836858	other_gvp	competitive_gvpn_support			natural_heldout	gvpn	2	nat_65e58812da89f40aaebc
nat_2b37fb345f0eede20bf3	2b37fb345f0eede20bf39ad8fb566ff27a883ffbfd3a8cd957965e14d7bfdfac	330	fail			0.0	gvpn	447.8				0.7881136950904393	0.9242424242424242	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_2b37fb345f0eede20bf3
nat_2aeeb7204514959b4109	2aeeb7204514959b410947c42b1dd9716bee3e4146b835a15a1867b4075d4b54	329	fail			0.0	gvpn	451.5	gvpk	0.8	450.7	0.7932816537467701	0.9331306990881459	other_gvp	competitive_gvpn_support			natural_heldout	gvpn	2	nat_2aeeb7204514959b4109
nat_144f47620afa1a7c4163	144f47620afa1a7c4163d7b5540a96e1a0e541e7e9389e5ee365ad6a1508e68d	328	fail			0.0	gvpl	390.3	gvpc	5.6	384.7	0.9785714285714285	0.899390243902439	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_144f47620afa1a7c4163
nat_75a033ca7183447c8e24	75a033ca7183447c8e2488c0cd1a8dc6db5e9596b8a0af182484f349972c6d85	328	fail			0.0	gvpl	378.7	gvpv	2.4	376.3	0.9607142857142857	0.8567073170731707	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_75a033ca7183447c8e24
nat_3bdd2e4a8cfc279acbef	3bdd2e4a8cfc279acbef6598fe5f5de92d3de91aa1a975c76f3e00a59cade413	327	fail			0.0	gvpl	378.7	gvpv	1.9	376.8	0.975	0.8990825688073395	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_3bdd2e4a8cfc279acbef
nat_93406b3ad796dc742fb6	93406b3ad796dc742fb67e208c995d71310bb24e92ccaf45819f82148293cb33	327	fail			0.0	gvpn	417.8				0.7700258397932817	0.9357798165137615	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_93406b3ad796dc742fb6
nat_5fd7f86add4de507494b	5fd7f86add4de507494b8950176787dd272b728c71e84ed4a9949c0e2c7e419e	327	fail			0.0	gvpn	409.3				0.7932816537467701	0.9418960244648318	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_5fd7f86add4de507494b
nat_e0bf342be5767405a16f	e0bf342be5767405a16f2dca70578fbe4b900e9c6c3331cdeca31998bed0b8f4	327	fail			0.0	gvpn	425.1				0.7803617571059431	0.9357798165137615	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_e0bf342be5767405a16f
nat_8b9e6b66305e8c27f352	8b9e6b66305e8c27f3526c68c53431d00a18e58d0be1057c22bde5c9dd263041	327	fail			0.0			gvpc	11.3		0.0	0.0	unsupported	no_qualified_subfamily_hit			natural_heldout	gvpc	2	nat_8b9e6b66305e8c27f352
nat_ed04590ddb4f4b88a9ee	ed04590ddb4f4b88a9ee3a008eebc60a85245c85d384791ce087eff9dcaeb05e	326	fail			0.0	gvpn	386.1	gvpf	1.8	384.3	0.7493540051679587	0.8987730061349694	other_gvp	competitive_gvpn_support			natural_heldout	gvpn	2	nat_ed04590ddb4f4b88a9ee
nat_7e313389d30c4624c36d	7e313389d30c4624c36d4dd81e1ce7ba1ffeace892e7d1f22e81571d2936a0bb	325	fail			0.0	gvpn	441.9				0.7777777777777778	0.9261538461538461	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_7e313389d30c4624c36d
nat_58d5c8c5a9527e54e447	58d5c8c5a9527e54e44756554ad25f771d35d038f49d9a18744eb390ae45bf02	324	fail			0.0	gvpn	409.7				0.7596899224806202	0.904320987654321	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_58d5c8c5a9527e54e447
nat_7fc3d35f6609a93d0dd1	7fc3d35f6609a93d0dd1ea1bac1b5a5811cd2504ba2012e30e02e6af10678e46	323	fail			0.0	gvpl	388.6	gvpv	5.1	383.5	0.9785714285714285	0.8637770897832817	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_7fc3d35f6609a93d0dd1
nat_9b5f9b7ef68b10434976	9b5f9b7ef68b10434976bbf9a4e8460e23c981029f250470d37d453466638ddf	322	fail			0.0	gvpl	391.1	gvpv	4.6	386.5	0.9785714285714285	0.9006211180124224	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_9b5f9b7ef68b10434976
nat_182237e22095168ab3a7	182237e22095168ab3a7db4021988cb4422368082d50bea276d5f1f3ba19409c	322	fail			0.0	gvpl	381.4	gvpg	2.2	379.2	0.9607142857142857	0.8509316770186336	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_182237e22095168ab3a7
nat_1c83b7230e48b0f9f02d	1c83b7230e48b0f9f02d5651a3991a3e9357ec8950f9b2c1c0116ee24027ced9	322	fail			0.0	gvpl	385.2	gvpv	3.1	382.09999999999997	0.975	0.8975155279503105	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_1c83b7230e48b0f9f02d
nat_bb4ad0389d3d02787ebc	bb4ad0389d3d02787ebc37bff559d78441f1f9afdd14528b3e12b5089cf213a5	321	fail			0.0	gvpn	448.1				0.7881136950904393	0.956386292834891	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_bb4ad0389d3d02787ebc
nat_ebcd2a7f6128cf55e939	ebcd2a7f6128cf55e939dedf9c2397e63a3bfe53780470404d495defc86faf57	320	fail			0.0	gvpl	387.6	gvpv	4.0	383.6	0.975	0.86875	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_ebcd2a7f6128cf55e939
nat_11b2a80a41a28a82fe14	11b2a80a41a28a82fe14dc4eeb088b5d6ada2de6cb56b2349d3589401398d0a7	320	fail			0.0	gvpl	380.7	gvpv	1.1	379.59999999999997	0.9785714285714285	0.884375	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_11b2a80a41a28a82fe14
nat_6741f22002745c69f35f	6741f22002745c69f35fed361564d6fda0777bdfff3a67b59f9f027899a2b262	320	fail			0.0	gvpl	388.9	gvpv	3.1	385.79999999999995	0.9785714285714285	0.89375	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_6741f22002745c69f35f
nat_46199ccaadb803009175	46199ccaadb8030091756eb467178e88a3a469f564211b03f86ac6c5eb268a68	320	fail			0.0	gvpn	451.3				0.7777777777777778	0.946875	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_46199ccaadb803009175
nat_b6788780f8276706d4f8	b6788780f8276706d4f8900916bfff7c727083b63c8ae41775cb04bfd0b8eed3	320	fail			0.0	gvpn	421.1				0.7777777777777778	0.94375	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_b6788780f8276706d4f8
nat_71c932e8fba7c6f5dfc0	71c932e8fba7c6f5dfc078d6826d3a5bd1e7729d571237d292db2fde0a554992	319	fail			0.0	gvpl	389.7	gvpv	1.6	388.09999999999997	0.9785714285714285	0.8934169278996865	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_71c932e8fba7c6f5dfc0
nat_f9785b60713e991b45d7	f9785b60713e991b45d7e6411547c874f29f69a79aa025d400fb2132d1b056bf	319	fail			0.0	gvpl	386.0	gvpc	3.6	382.4	0.9714285714285714	0.8840125391849529	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_f9785b60713e991b45d7
nat_077e4a2d156e5a34861f	077e4a2d156e5a34861f6ccb8af3132d580b42b85dc46d310fb8e46b8a2c0b5d	319	fail			0.0	gvpn	402.7				0.7416020671834626	0.8840125391849529	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_077e4a2d156e5a34861f
nat_2022a6c27d72ff193c60	2022a6c27d72ff193c608c62323c378a91a70a9cea885d4f64afe0d201ef4d96	319	fail			0.0	gvpn	427.6				0.7596899224806202	0.9247648902821317	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_2022a6c27d72ff193c60
nat_6ee31a02fdf1277873e8	6ee31a02fdf1277873e8aae78edfc1fd02b411bd7048d3b76d3ffb8c94892959	318	fail			0.0	gvpl	381.0	gvpv	4.3	376.7	0.9535714285714286	0.8490566037735849	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_6ee31a02fdf1277873e8
nat_e778f1c75487e219316a	e778f1c75487e219316a9c33d2f1c21fcde41fd04cdf31be9dc19f27934ae69d	318	fail			0.0	gvpn	419.6				0.7751937984496124	0.9465408805031447	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_e778f1c75487e219316a
nat_c599808be516a1f982a6	c599808be516a1f982a644823e7814c27153bafd0de1ca490eb483cbcdb7b68d	317	fail			0.0	gvpl	375.2	gvpc	1.6	373.59999999999997	0.9678571428571429	0.8706624605678234	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_c599808be516a1f982a6
nat_a69301e4ba1c03b7790b	a69301e4ba1c03b7790bb1ada797b385fee1827064d46a1ace282202cfd6f6b7	316	fail			0.0	gvpl	382.3	gvpv	7.4	374.90000000000003	0.9714285714285714	0.8734177215189873	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_a69301e4ba1c03b7790b
nat_3512bc187bf6b327c25b	3512bc187bf6b327c25b9a0269363af347b80ddc9ee58c9a83bd2f4e3fa78f66	316	fail			0.0	gvpl	389.6	gvpc	0.4	389.20000000000005	0.9678571428571429	0.879746835443038	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_3512bc187bf6b327c25b
nat_21d7ed4fbf6b3e9197c9	21d7ed4fbf6b3e9197c94080b09a34cfc1597da7743f4d7a6d1f210969dac379	316	fail			0.0	gvpl	376.5	gvpv	1.3	375.2	0.975	0.8987341772151899	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_21d7ed4fbf6b3e9197c9
nat_28794773350b0e96f58a	28794773350b0e96f58a927001c8dadc2ae1a35d09e3391d911432037e4d8fa0	316	fail			0.0	gvpl	388.4	gvpc	0.6	387.79999999999995	0.9785714285714285	0.8987341772151899	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_28794773350b0e96f58a
nat_90aff439e5b13407840a	90aff439e5b13407840af2870df73c9c381c688f7ebf7a9f2b05012351867f61	316	fail			0.0	gvpl	381.5	gvpv	2.1	379.4	0.9785714285714285	0.8987341772151899	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_90aff439e5b13407840a
nat_a62b75f57dd811b31d67	a62b75f57dd811b31d67cf6ad17bd4c8d25d874d7c482b40edb75abd5908b550	316	fail			0.0	gvpl	383.0	gvpv	4.8	378.2	0.9714285714285714	0.8734177215189873	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_a62b75f57dd811b31d67
nat_88b9978da1fe9dc46015	88b9978da1fe9dc46015e574d01319fd734e808720a2a7c26b5c4e0134ad2c16	316	fail			0.0	gvpl	381.8	gvpv	4.8	377.0	0.9642857142857143	0.8670886075949367	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_88b9978da1fe9dc46015
nat_bc1dfc529c118b23ed14	bc1dfc529c118b23ed14b678cf140eac510908dd87d8d53123cd5019fba8a81f	316	fail			0.0	gvpn	427.1				0.7571059431524548	0.930379746835443	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_bc1dfc529c118b23ed14
nat_5624b7649cf855dfcd25	5624b7649cf855dfcd25e8d4341693063c0d37e21d2772653c9278373e41c5eb	316	fail			0.0	gvpc	209.4	gvpn	21.2	188.20000000000002	0.9943977591036415	0.9620253164556962	other_gvp	competitive_gvpc_support			natural_heldout	gvpc	2	nat_5624b7649cf855dfcd25
nat_8963a103455e220442bf	8963a103455e220442bf34fd7409a00661d9587c5fc07c78fcda56853cdbfb87	315	fail			0.0	gvpl	383.9	gvpc	3.0	380.9	0.975	0.8825396825396825	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_8963a103455e220442bf
nat_36dec308d21652e0fe2b	36dec308d21652e0fe2b28e8fc80923d80237dac227ab4af7a32a535a7580848	315	fail			0.0	gvpn	445.9				0.7777777777777778	0.9619047619047619	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_36dec308d21652e0fe2b
nat_8d6eb3dba5f66ed00c36	8d6eb3dba5f66ed00c36c91e57a9ed057c9d179993ee1999b3d33a582619b957	315	fail			0.0	gvpn	351.4	gvpc	0.0	351.4	0.7493540051679587	0.9174603174603174	other_gvp	competitive_gvpn_support			natural_heldout	gvpn	2	nat_8d6eb3dba5f66ed00c36
nat_1493db78136bf793d087	1493db78136bf793d087d1ee0a32ff2ed0b5b97900deca85afb4fe69f6d48ef3	315	fail			0.0	gvpn	429.7				0.7260981912144703	0.8920634920634921	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_1493db78136bf793d087
nat_bc9a679038febf60d01a	bc9a679038febf60d01a092ef0c0e6c27677c71803585be1cd3ff18b4de78ea5	314	fail			0.0	gvpl	380.4	gvpc	0.9	379.5	0.9785714285714285	0.9076433121019108	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_bc9a679038febf60d01a
nat_51153cf6705a7b788462	51153cf6705a7b788462316abcaef0ca0cbfc197c4f3dab37b2e5a02588310ac	314	fail			0.0	gvpl	386.1	gvpv	2.6	383.5	0.9785714285714285	0.89171974522293	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_51153cf6705a7b788462
nat_4bee481aaaf6d2cbaeaf	4bee481aaaf6d2cbaeafc21e91308bdbdda3f1653bf98411db85414dcd1d1a3f	314	fail			0.0	gvpl	384.0	gvpc	1.1	382.9	0.9785714285714285	0.8980891719745223	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_4bee481aaaf6d2cbaeaf
nat_dc4d448b28633f62a82f	dc4d448b28633f62a82f6214b8dff81f093c324e703d23894d7956a16c6916f0	314	fail			0.0	gvpl	376.1	gvpc	2.1	374.0	0.9607142857142857	0.8885350318471338	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_dc4d448b28633f62a82f
nat_0f2157a7866f864b75fb	0f2157a7866f864b75fb848fddea541d15d1344ea0fed8ea74961369ac6f9cc1	314	fail			0.0	gvpn	442.7				0.7777777777777778	0.9681528662420382	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_0f2157a7866f864b75fb
nat_cc3b644590efb749343f	cc3b644590efb749343f9b1d36a46e25587842a8c7230376d192ef84217e621b	313	fail			0.0	gvpl	379.7	gvpv	2.4	377.3	0.975	0.8977635782747604	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_cc3b644590efb749343f
nat_1366f335f603b634243f	1366f335f603b634243fea5f3669d856a8d4ae19c7323c302915a9edf2226829	313	fail			0.0	gvpl	387.4	gvpc	4.1	383.29999999999995	0.975	0.8881789137380192	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_1366f335f603b634243f
nat_282cc75ff49edff67190	282cc75ff49edff671908d835c8737cd69a46b73ddc5a3f3505a3f4737dfee1f	313	fail			0.0	gvpl	389.8	gvpc	1.2	388.6	0.9785714285714285	0.8977635782747604	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_282cc75ff49edff67190
nat_966e28ed9f738f4867a4	966e28ed9f738f4867a43dc48dd8806e5d3ec7567e45999c0ae78067fc6a43f5	313	fail			0.0	gvpl	383.9	gvpv	1.2	382.7	0.975	0.8945686900958466	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_966e28ed9f738f4867a4
nat_2b6741a82f5537860280	2b6741a82f553786028047fa2673678ed21d00874762ff7646c8b81ccde174dd	313	fail			0.0	gvpl	380.6	gvpc	2.3	378.3	0.975	0.8881789137380192	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_2b6741a82f5537860280
nat_9d224bc1f4e933e79668	9d224bc1f4e933e79668466c90752f3114395418a8d751b28b2fd8d79f3fb1d3	313	fail			0.0	gvpn	352.0				0.7441860465116279	0.9105431309904153	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_9d224bc1f4e933e79668
nat_050407e325dd39fb5a81	050407e325dd39fb5a81061a3f7cd760c5daa38af618b8bcd08e730f2033859c	312	fail			0.0	gvpl	385.1	gvpv	0.8	384.3	0.9678571428571429	0.8878205128205128	other_gvp	competitive_gvpl_support			natural_heldout	gvpl	2	nat_050407e325dd39fb5a81
nat_c49f755a56217cacd4cc	c49f755a56217cacd4cc2f85924f28c5379b3869548e427d75b30296dc1c0084	312	fail			0.0	gvpn	425.8				0.7751937984496124	0.9743589743589743	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_c49f755a56217cacd4cc
nat_f1f86bafc5822b26f19e	f1f86bafc5822b26f19e4b2459b74950dd0acf76edd33bfc49ab5ba0fcbde173	311	fail			0.0	gvpl	335.3	gvpv	2.8	332.5	0.9678571428571429	0.9485530546623794	other_gvp	competitive_gvpl_support	0.7		natural_heldout	gvpl	2	nat_f1f86bafc5822b26f19e
nat_71bff81d8046a5fb11a5	71bff81d8046a5fb11a5d745851bfa5e47182e4bf69ba39c6b87ca0cd1210338	311	fail			0.0	gvpn	341.8				0.751937984496124	0.9356913183279743	other_gvp	competitive_gvpn_support;no_reportable_runner_up			natural_heldout	gvpn	2	nat_71bff81d8046a5fb11a5
