sequence_id	sequence_sha256	cluster_id	length	release_status	reasons	source_accessions
nat_c96b24fc03ee6b66c3d6	c96b24fc03ee6b66c3d6db1d4dbfdf5a829cb2f5a5ac51723c83800ae81e4aff	cluster_02e83ad46b86e8eaf5e7	68	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_011357441.1;WP_011357441|gvpA|protein
nat_ed3338aeeaf3197e41d9	ed3338aeeaf3197e41d9f3b49f822f83be8358d114c4e683180c9cbe5b6e2647	cluster_02e83ad46b86e8eaf5e7	68	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_011357439.1;WP_011357439|gvpA|protein
nat_667b333e161105876fb2	667b333e161105876fb2cf5ab53eba1f68f65e9d3e8006d6b2792f4e76e1c0ce	cluster_0283d587032de178b666	84	quarantined	mixed_annotation_cluster;nearest_gvpa_to_unresolved_negative_cluster;unresolved_negative_cluster	UAL46621|gvpA|protein;WP_010195308.1;WP_010195308|gvpA|protein;XAB46274|gvpA|protein;XKE48707|gvpA|protein;XKE52738|gvpA|protein;XKE56938|gvpA|protein;XKG09752|gvpA|protein;XKG84051|gvpA|protein
nat_e6550f96a73166345a2a	e6550f96a73166345a2aec6ac098824a55a382b065124fc8b710a568cb594709	cluster_044b97bbcc6fc75d19af	73	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	QPS40892|gvpA|protein;WP_010109838.1;WP_010109838|gvpA|protein
nat_c4bd9707d576667fbfb8	c4bd9707d576667fbfb8e43220880a130b3190c167d94e89b6c75585c796caeb	cluster_044b97bbcc6fc75d19af	73	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	QPS46699|gvpA|protein;WP_009915627.1;WP_009915627|gvpA|protein
nat_6f827542d262f6a8575a	6f827542d262f6a8575a7ac08f23d14f643c985ecf8d65260a44d1f5c7ecb48c	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	QZZ23719|gvpA|protein;UIE36189|gvpA|protein;ULP28905|gvpA|protein;WNZ47247|gvpA|protein;WP_009768191.1;WP_009768191|gvpA|protein;XOF26165|gvpA|protein
nat_4494d3357cccfc2291ad	4494d3357cccfc2291ada2f22a6a76541201c321b02c7a8c657ed2a36af68db8	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WP_008311322.1;WP_008311322|gvpA|protein
nat_5883761e33f67abd193e	5883761e33f67abd193ec3c033807077fa86d7441f5480dedb0c45c47de2d2d7	cluster_02e83ad46b86e8eaf5e7	68	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WP_004569091.1;WP_004569091|gvpA|protein
nat_1f275ce5dd842aaaf9d2	1f275ce5dd842aaaf9d24fd9cd1a995ccd28e8006db8fd5d12c958ce30deb19a	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	BCU10453|gvpA|protein;CAD5939181|gvpA|protein;CAD5971510|gvpA|protein;QGZ92527|gvpA|protein;QGZ92898|gvpA|protein;UGS07379|gvpA|protein;UGS07380|gvpA|protein;UZO76105|gvpA|protein;UZO76106|gvpA|protein;UZO79079|gvpA|protein;WKX64358|gvpA|protein;WKX64359|gvpA|protein;WNF13144|gvpA|protein;WNF13145|gvpA|protein;WOB68207|gvpA|protein;WOB68208|gvpA|protein;WOB68209|gvpA|protein;WP_002735503.1;WP_002735503|gvpA|protein;WZL85698|gvpA|protein;WZL87567|gvpA|protein;XHB71668|gvpA|protein;XHB71669|gvpA|protein;XQD06703|gvpA|protein;XQD06704|gvpA|protein;XQD06705|gvpA|protein;XQJ63650|gvpA|protein;XQJ63651|gvpA|protein;XQJ63759|gvpA|protein;XTX14704|gvpA|protein;XTX14705|gvpA|protein;XTX14706|gvpA|protein;XTX19137|gvpA|protein;XTX19138|gvpA|protein;XTX19139|gvpA|protein;XTX24201|gvpA|protein;XUP06190|gvpA|protein;XUP06351|gvpA|protein;sp|B0JPK6|gvpA|protein
nat_fb63ecbac61c302167f9	fb63ecbac61c302167f920fcc1a3500f2fbbd2afc3ff29984a0762f6ce0653bf	cluster_13ee99e71183bcf01114	147	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QPI60033|gvpA|protein;UHH21717|gvpA|protein
nat_18287ab709e4536a8a89	18287ab709e4536a8a89739dfa9e9f242eae4affc02341a97ddfbf290ac97055	cluster_18287ab709e4536a8a89	150	quarantined	mixed_annotation_cluster	QPI55488|gvpA|protein
nat_c6694fda37ff51b3f382	c6694fda37ff51b3f38274d3a185ac8443a605c30d985300d151a639aecb11a8	cluster_044b97bbcc6fc75d19af	71	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	WYL97743|gvpA|protein;WYL99907|gvpA|protein;XHR82204|gvpA|protein;XZF63074|gvpA|protein
nat_f8623581c79728f8eb53	f8623581c79728f8eb53cc1e90b7ea1d14a2cf56580817def87ab94acc99e449	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	XZE52656|gvpA|protein
nat_f063d1210a55bcc917a5	f063d1210a55bcc917a55d7a3c9d7ac757fba7cad9a5e0587939eceff0f37b29	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	XZE19262|gvpA|protein;XZE39488|gvpA|protein
nat_2b769a64bdbe24f6dbc7	2b769a64bdbe24f6dbc761932d2659e2b37730bb31d575bda50d22ede5ca9712	cluster_13ee99e71183bcf01114	147	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WAP54295|gvpA|protein;WNE94752|gvpA|protein
nat_219e1145c7c5f874f9d7	219e1145c7c5f874f9d797ec77f60d84bedf5ec098c216185b4d62eb20b62e9e	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSE18955|gvpA|protein;WTR45138|gvpA|protein;WTR84878|gvpA|protein;WTS38138|gvpA|protein;WTT56754|gvpA|protein;WTU55064|gvpA|protein;WTX46120|gvpA|protein;WUB91979|gvpA|protein
nat_7b9e043074608d733fa7	7b9e043074608d733fa72c2d1537a85a9f066180f066c7dccb48472069ce640e	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSS54069|gvpA|protein
nat_93acd62cda39262797de	93acd62cda39262797de612ea5c4652847758913fa8ff8c766e84ebd13a17f87	cluster_038b08407425f0209cdb	160	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSD81128|gvpA|protein;WSK64696|gvpA|protein;WTJ10094|gvpA|protein;WTO97362|gvpA|protein;WUX78382|gvpA|protein
nat_81c712b2f98895c40a2d	81c712b2f98895c40a2ddd233e82cd441e197a9c3c238140dfe93eb144babaad	cluster_038b08407425f0209cdb	152	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	XUT62697|gvpA|protein
nat_ef77ab19922de7e129e4	ef77ab19922de7e129e43468cb5c67555d8a6b3ccb4912115f09a8c1095d9614	cluster_18287ab709e4536a8a89	137	quarantined	mixed_annotation_cluster	CAL2069912|gvpA|protein;CAL2072060|gvpA|protein;UWW91486|gvpA|protein
nat_79581e5ad6e56e668c37	79581e5ad6e56e668c373d7a8b72d6f1f5bc979c5b275abb52d9467871b3da6e	cluster_18287ab709e4536a8a89	136	quarantined	mixed_annotation_cluster	CAK7279695|gvpA|protein
nat_45d8bf8bea0b0845fea0	45d8bf8bea0b0845fea0454ddcc5aeef60886812481cab811e7b2c5e31b593c1	cluster_0ccad4d436403131ae6a	139	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QRI75709|gvpA|protein;QSE59118|gvpA|protein;QSE69561|gvpA|protein;UGQ40264|gvpA|protein;USC16528|gvpA|protein;UYF93301|gvpA|protein;WFS12910|gvpA|protein;XKU37254|gvpA|protein
nat_5d7c3d0594612da43ea2	5d7c3d0594612da43ea22e75595e807f8d301c7b38eca653a97700234387055e	cluster_0ccad4d436403131ae6a	137	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	QRI76928|gvpA|protein;QSE60346|gvpA|protein;QSE68347|gvpA|protein;WFS11712|gvpA|protein;XKU35982|gvpA|protein
nat_47e46863c347a8f8468f	47e46863c347a8f8468fe0ba13c4e5044ebc5ce094ddd6a0277b01f7aaa81010	cluster_044b97bbcc6fc75d19af	72	quarantined	mixed_annotation_cluster;unresolved_negative_cluster	XGV98739|gvpA|protein
nat_4469cb3e6c41fb1309a3	4469cb3e6c41fb1309a310573d010aa354b164353318ad7adc1b75671a984659	cluster_038b08407425f0209cdb	148	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSF00008|gvpA|protein;WSI15815|gvpA|protein;WSK26622|gvpA|protein;WSL31157|gvpA|protein;WSZ52034|gvpA|protein;WTG71017|gvpA|protein;WTH28259|gvpA|protein;WTP69884|gvpA|protein;WTT49445|gvpA|protein;WTV27114|gvpA|protein;WWM28407|gvpA|protein
nat_747d60b2bd9f9baa6cfc	747d60b2bd9f9baa6cfc25e72c691c86ac561a9e907c34cc5085913170b5fcb5	cluster_240500bb8aaece16c8a7	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSI59594|gvpA|protein;WTI50344|gvpA|protein;WUB08205|gvpA|protein;WUJ94469|gvpA|protein
nat_8a4162d5996844339fef	8a4162d5996844339fefcc7949127c12b1face55cf3ba1afda2a99f8bb5ad3a5	cluster_0ccad4d436403131ae6a	135	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUD64512|gvpA|protein
nat_e3ae3cb5783250fb742f	e3ae3cb5783250fb742fb71fd41788066eafe4e9503a858545a216b3b1c140a9	cluster_038b08407425f0209cdb	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUD30313|gvpA|protein;WUD46820|gvpA|protein;WUE49684|gvpA|protein;WUE61046|gvpA|protein;WUF33684|gvpA|protein;WUK60174|gvpA|protein
nat_9c7fbca4e03cd6830bf2	9c7fbca4e03cd6830bf22f375f47a20a578d93a8f16380964946093df4e4685f	cluster_038b08407425f0209cdb	146	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUC98569|gvpA|protein
nat_a781ed1499476fa04028	a781ed1499476fa04028456993ef07a195b09521cebe488ec92344ff87e2e2d5	cluster_038b08407425f0209cdb	151	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUC31711|gvpA|protein
nat_8430c66867e7555de5e1	8430c66867e7555de5e15b2954a1ef6fecbe33c07883a824ca457f6cecf46e1f	cluster_240500bb8aaece16c8a7	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUB84097|gvpA|protein
nat_29fc4eacaf44be490bad	29fc4eacaf44be490badeadbce3c4cd75afe1507fe0e57c73f835b331eeefd20	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSZ66064|gvpA|protein;WTA31092|gvpA|protein;WUB21575|gvpA|protein
nat_6bd198e130544a8380c7	6bd198e130544a8380c7db1d2cbbf6fb92a84322fdf266b455cc5224aabe209b	cluster_05faae01597311327997	158	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSD52786|gvpA|protein;WSI91778|gvpA|protein;WSL02768|gvpA|protein;WSN06565|gvpA|protein
nat_be1dac504153ecab385d	be1dac504153ecab385d6451585ae431c1a72f137cf109d97d662157c10dd226	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSD94690|gvpA|protein;WSE03550|gvpA|protein;WSN64185|gvpA|protein;WSW29061|gvpA|protein;WTS07011|gvpA|protein;WTZ76905|gvpA|protein;WUK19742|gvpA|protein;WUP04468|gvpA|protein;WUW77079|gvpA|protein
nat_074f333dec93d43ec001	074f333dec93d43ec001ab5196dc8d9407e32e65e924082593fdfab9b32f9cc2	cluster_038b08407425f0209cdb	153	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTL39756|gvpA|protein
nat_70cf8e4638ff311302cb	70cf8e4638ff311302cb5ca8bdaf2b05615557c2718837bce8b58329e68c16b3	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSM30034|gvpA|protein;WSN15356|gvpA|protein
nat_b80283670de4d1ac6811	b80283670de4d1ac68117d77d77f5ad0da0d86aa1820dfb25d4d15984fb85944	cluster_101346775bd8fc719b54	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSL57044|gvpA|protein
nat_4b01b5214abfe7d6396a	4b01b5214abfe7d6396a3eb166a64cd0d4023bda7fada08d77ce4076434a441f	cluster_038b08407425f0209cdb	153	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSL23219|gvpA|protein
nat_d71b202a146af4e5c40e	d71b202a146af4e5c40e1d8651f7c026298b5e7307054da065294585b1a2834f	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSB73035|gvpA|protein;WSF73295|gvpA|protein;WTG16042|gvpA|protein;WTG30012|gvpA|protein
nat_f1843d79acb220241dfc	f1843d79acb220241dfcc797c35d9cdf333bd84f6a2cdf15949d578320dc0326	cluster_240500bb8aaece16c8a7	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUW57915|gvpA|protein;WUW74399|gvpA|protein
nat_d69494036b1115ae54ae	d69494036b1115ae54ae393e4fc3b3c8b3154e29a8cc4f7d49c7bcabdaaca116	cluster_038b08407425f0209cdb	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUW29278|gvpA|protein;WUW66585|gvpA|protein
nat_48a350d902c4c631f095	48a350d902c4c631f095b6d66737f2825d9eb62b9637b7f9290a69b11513f2c7	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUW66212|gvpA|protein
nat_8d5392221648a605a7c2	8d5392221648a605a7c200c6891205f9bc7671101816b410142de5be6593b9ad	cluster_0ccad4d436403131ae6a	134	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSF96774|gvpA|protein;WUV46274|gvpA|protein
nat_3997c1e8cae542beb07c	3997c1e8cae542beb07c015028a096879da4b6d8a654cba6edf95cbe386718b3	cluster_038b08407425f0209cdb	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUU42325|gvpA|protein
nat_67d45ce3d0daa27e3aa3	67d45ce3d0daa27e3aa3c9478875543a71c41471e413409d150d415759cb9525	cluster_038b08407425f0209cdb	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUU41922|gvpA|protein
nat_c7e8400b87d18c0ef7e0	c7e8400b87d18c0ef7e0fce724bd3e50a675687052b9b2896b89fa9dc2806374	cluster_038b08407425f0209cdb	152	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUT59625|gvpA|protein
nat_45b0f1ea69baf732de14	45b0f1ea69baf732de14489d7621432c589f3147754cf2a724ee76af338459bf	cluster_038b08407425f0209cdb	147	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUS95394|gvpA|protein
nat_33d8dbb5443a9dadf56d	33d8dbb5443a9dadf56dd26ec9768c6243bb1b51920d6d16f721c17ca4f06646	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUN42592|gvpA|protein;WUO78520|gvpA|protein;WUS27179|gvpA|protein
nat_ff800aecb7c2e95dee99	ff800aecb7c2e95dee995632f38f39f4f8a9337144730532c4a4464e60a684bd	cluster_240500bb8aaece16c8a7	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTJ02229|gvpA|protein
nat_9065be60727dc7f9b388	9065be60727dc7f9b38883de26c912c2e67f5ca2230e5b0a4fadad7b5578bff7	cluster_038b08407425f0209cdb	148	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTP83072|gvpA|protein
nat_cefd53f493008d2ff90c	cefd53f493008d2ff90c013a3bef3626dafd83b20c3f35464070601743941cab	cluster_038b08407425f0209cdb	159	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTP49231|gvpA|protein
nat_e3077655950eb8305d3c	e3077655950eb8305d3cf37e4839e30e88a91376f65493a909adb159a3d26f6b	cluster_038b08407425f0209cdb	153	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUQ36349|gvpA|protein
nat_3bac021c5495186db378	3bac021c5495186db378739542247176693480f30681e1cab53b024b73311da3	cluster_101346775bd8fc719b54	150	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUQ24581|gvpA|protein
nat_d5cf1fda20a7d9852de3	d5cf1fda20a7d9852de3ff1cc9f71fe738c0a0ea7a9b9f88376dcdc5aca2492c	cluster_d5cf1fda20a7d9852de3	137	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTP08398|gvpA|protein;WUP73825|gvpA|protein;WUP84382|gvpA|protein
nat_47c6d3995b8146f9e99e	47c6d3995b8146f9e99e8398246c032f09511347b340131ac62fbd578b3785fd	cluster_038b08407425f0209cdb	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUP38561|gvpA|protein
nat_51872cd8b900b7db59b4	51872cd8b900b7db59b4cb4c59f81cffbdf3d79cd890be22619e7a1259ad8788	cluster_51872cd8b900b7db59b4	153	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTR74748|gvpA|protein;WTT12987|gvpA|protein;WTT47812|gvpA|protein;WTV19198|gvpA|protein;WUO67544|gvpA|protein
nat_9c754b1740d1977b7a29	9c754b1740d1977b7a29f9164e475cadaf302bb79ba19fbee1471c103818a6b9	cluster_038b08407425f0209cdb	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUN95856|gvpA|protein
nat_0eb236c2a0a999a958fc	0eb236c2a0a999a958fc0e5ac90d917c24af942e904da8a6c29f20ec71e7cf1f	cluster_038b08407425f0209cdb	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTZ13426|gvpA|protein;WUM80544|gvpA|protein
nat_1f2decc9d9629b127278	1f2decc9d9629b127278278a79c2631cfe1372e33fb9f7fa3062c90a64d8e731	cluster_1f2decc9d9629b127278	158	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUK43022|gvpA|protein
nat_101346775bd8fc719b54	101346775bd8fc719b54979e083bfbf7f14d0836e1721babe826a6889b637cab	cluster_101346775bd8fc719b54	150	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUL61904|gvpA|protein
nat_d53262c07427087628bb	d53262c07427087628bb5a498703d5d97e379e19f0caa81d058eaa98a59eb751	cluster_038b08407425f0209cdb	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUJ34042|gvpA|protein
nat_05faae01597311327997	05faae01597311327997dcaa18a986a0dcf6a39f96c69beb335d17057b021d9c	cluster_05faae01597311327997	155	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUJ29488|gvpA|protein
nat_210e9a5f9b72676b9ce0	210e9a5f9b72676b9ce0414231b8690a99fbf64edbe8fd9feb7357e5592b915a	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUI78559|gvpA|protein
nat_6ee0ebbf185af1c7d346	6ee0ebbf185af1c7d3460764754f389d48c1ea9ffab11a5e7f9dcc9084296705	cluster_0ccad4d436403131ae6a	135	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WUI34122|gvpA|protein
nat_6d257d8cbeb3f3af448a	6d257d8cbeb3f3af448a4055c1cecbeae018a2b575e09fa0c35fc7d6c4bef6ea	cluster_101346775bd8fc719b54	150	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTR09837|gvpA|protein;WTY56775|gvpA|protein;WUH67075|gvpA|protein
nat_31ec72d1a2119ce61d3a	31ec72d1a2119ce61d3ab1c9e881b91ab153f970f83c6bec9c667d411415707c	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSV50811|gvpA|protein;WUF59764|gvpA|protein
nat_fd6df642808b7adaae7d	fd6df642808b7adaae7d2540069b145a548b9730b610a70e72cead707ae5250d	cluster_240500bb8aaece16c8a7	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSK32890|gvpA|protein;WSX24912|gvpA|protein;WTN63753|gvpA|protein;WUF51925|gvpA|protein
nat_f5d47642f8821cca8f9a	f5d47642f8821cca8f9ae6329a4214c7befc7fa09fd18d127a835b12ef107cce	cluster_038b08407425f0209cdb	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTZ12838|gvpA|protein
nat_fb2578ea0ecaed2ea0af	fb2578ea0ecaed2ea0af684106804e701bda55c6acad0db623d791b8fbbb5933	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTX75655|gvpA|protein
nat_ae1ae553d673be7a537f	ae1ae553d673be7a537f7df1b7fdc086f9c3132ced6a0e0e96c315e46a084408	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTX77504|gvpA|protein
nat_e3bf29001a743e3b64f9	e3bf29001a743e3b64f9658118850b01ee4b7e48a2ec05c9bd0f6c62dcbbd652	cluster_1f2decc9d9629b127278	158	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTQ37371|gvpA|protein
nat_f7d9d7742f0844e679ec	f7d9d7742f0844e679ecf4dff72420dd25def443ad8a737939309d3f808b5be7	cluster_038b08407425f0209cdb	148	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTO50092|gvpA|protein
nat_4b3cb9501939449bf9be	4b3cb9501939449bf9be23813d969b79c18281ea8363a4cbe40d0dfd3828e677	cluster_038b08407425f0209cdb	152	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTD74887|gvpA|protein
nat_82d1db25aa951a1ad609	82d1db25aa951a1ad609e3a872c1bdb29c7e21be28b1f7c62674683a96fbfd40	cluster_038b08407425f0209cdb	159	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTC87919|gvpA|protein;WTD69457|gvpA|protein
nat_dbbc85b2e6d8fc6f3682	dbbc85b2e6d8fc6f3682ed28d3bb4d943032c767f908a24caf77a87e4685ae6c	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSD06394|gvpA|protein;WTD20195|gvpA|protein
nat_754029d7fdddcf0dda8b	754029d7fdddcf0dda8b015b10b770c0008b645dbb85625039485f8277785d13	cluster_13ee99e71183bcf01114	147	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	AJZ83755|gvpA|protein;WTA85567|gvpA|protein;WTB03865|gvpA|protein
nat_65c51b0fd105cce694ee	65c51b0fd105cce694eed49b439146435ebb1a08266d1e0993f7209e52213395	cluster_038b08407425f0209cdb	150	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSZ94419|gvpA|protein
nat_3d9edce97c58d4805f58	3d9edce97c58d4805f58219bd99dd9c4a329696adfbb02a5c8e29fb166a6f2e4	cluster_1f2decc9d9629b127278	152	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WTA16234|gvpA|protein
nat_e8032b7ad48d42a9adf3	e8032b7ad48d42a9adf341dc5b56f9a1336c504eaf87c101307c80ef7dbc1f68	cluster_0ccad4d436403131ae6a	135	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSY58681|gvpA|protein
nat_e62ac75b3affa97a2f5a	e62ac75b3affa97a2f5aff1f1d462b17657ce662836aa9235041d53281de2dc4	cluster_038b08407425f0209cdb	151	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSY30356|gvpA|protein
nat_0ccad4d436403131ae6a	0ccad4d436403131ae6a894a73ced6b99066d09e653accf28c91d02a61204d81	cluster_0ccad4d436403131ae6a	135	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSV87016|gvpA|protein
nat_c730fb33477ca08f29e8	c730fb33477ca08f29e8cbf859a237dc5790d467c07f2d7ec5e06e070d8eaff6	cluster_240500bb8aaece16c8a7	153	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSW56593|gvpA|protein
nat_c0749f9d4ae82bdc9955	c0749f9d4ae82bdc99555b501d74c198148ce13a1ab3df22c693a7b377bcabb6	cluster_038b08407425f0209cdb	154	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSQ95804|gvpA|protein;WSU85327|gvpA|protein;WSV93775|gvpA|protein
nat_945d9af2ef988f085e3c	945d9af2ef988f085e3ce7edb7b4de3dda976a89f6d93d97b5eab1c95ff47e23	cluster_038b08407425f0209cdb	151	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WST51606|gvpA|protein
nat_25e53f7654eeb15d035e	25e53f7654eeb15d035efa89ea5ba9943e3d7876da6919025fde4eac14cfb3c9	cluster_038b08407425f0209cdb	156	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSS83536|gvpA|protein
nat_db787bdce100ebe0b52f	db787bdce100ebe0b52fc38bb0155a3ad5f1651f4b14e266522119f6fb676e1f	cluster_d5cf1fda20a7d9852de3	137	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSS09182|gvpA|protein
nat_038b08407425f0209cdb	038b08407425f0209cdb96cc36e42259071302c926fe63bba6c5ab699b4b4051	cluster_038b08407425f0209cdb	157	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSR03362|gvpA|protein
nat_a8224f75d4d10d7151b8	a8224f75d4d10d7151b8627a5242efdf0753354ffb996ca0fbb77b8351a7de4f	cluster_51872cd8b900b7db59b4	149	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSQ16395|gvpA|protein
nat_0942555d17806690a15c	0942555d17806690a15c355f4e1761c5e2dda87e2d17c83e509389ac7c0876bb	cluster_038b08407425f0209cdb	148	provisional_training_eligible	annotation_and_out_of_cluster_evidence_agree;no_known_cluster_conflict	WSI30154|gvpA|protein
